,postcode,year,Accident_risk
62741,LA14 4RH,2013,1
62742,LA14 4TN,2012,1
62743,LA14 5AY,2012,1
62744,LA14 5AY,2013,1
62745,LA14 5BQ,2012,1.6
62746,LA14 5DN,2013,2
62747,LA14 5ER,2012,2
62748,LA14 5ER,2013,1
62749,LA14 5EX,2012,1.545454545
62750,LA14 5EX,2013,2
62751,LA14 5HL,2013,1
62752,LA14 5HW,2012,1
62753,LA14 5HW,2013,1
62754,LA14 5HZ,2012,1.583333333
62755,LA14 5HZ,2013,1
62756,LA14 5PD,2012,2
62757,LA14 5PD,2013,1.5
62758,LA14 5PZ,2012,2
62759,LA14 5PZ,2013,1
62760,LA14 5QL,2013,1.5
62761,LA14 5SG,2012,1.571428571
62762,LA14 5SG,2013,2
62763,LA14 5TJ,2012,2
62764,LA14 5UB,2013,1.5
62765,LA14 5UF,2012,1
62766,LA14 5UG,2012,1.25
62767,LA14 5UG,2013,1.333333333
62768,LA14 5UH,2012,1
62769,LA14 5UH,2013,1
62770,LA14 5XP,2012,1.4
62771,LA14 5XP,2013,1
62772,LA15 8AE,2012,1.25
62773,LA15 8AE,2013,1
62774,LA15 8BD,2012,1.4
62775,LA15 8BD,2013,1
62776,LA15 8DL,2012,1
62777,LA15 8EA,2012,1.230769231
62778,LA15 8EA,2013,1
62779,LA15 8FA,2012,1.25
62780,LA15 8FD,2012,2
62781,LA15 8HX,2012,1
62782,LA15 8HX,2013,1.666666667
62783,LA15 8JT,2012,1.857142857
62784,LA15 8JT,2013,1.375
62785,LA15 8JX,2012,2
62786,LA15 8JX,2013,1.4
62787,LA15 8LP,2012,1
62788,LA15 8PE,2013,2
62789,LA15 8PL,2012,3
62790,LA16 7DF,2012,1.5
62791,LA16 7EB,2012,1
62792,LA16 7HA,2012,1.6
62793,LA16 7HD,2012,2.5
62794,LA16 7HD,2013,1
62795,LA17 7TS,2012,1
62796,LA17 7UU,2012,1.666666667
62797,LA17 7XT,2012,1
62798,LA17 7XT,2013,1
62799,LA17 7XX,2012,1
62800,LA18 4DB,2012,1
62801,LA18 4DF,2012,1.857142857
62802,LA18 4DF,2013,1.25
62803,LA18 4EJ,2012,4
62804,LA18 4EY,2013,3
62805,LA18 4HE,2012,1.75
62806,LA18 4HF,2012,1.166666667
62807,LA18 4HF,2013,1
62808,LA18 4HW,2012,1.2
62809,LA18 4HW,2013,1.166666667
62810,LA18 4JZ,2013,1
62811,LA18 4LY,2012,1.142857143
62812,LA18 5AQ,2012,1.714285714
62813,LA18 5AQ,2013,1.666666667
62814,LA18 5BA,2013,1
62815,LA18 5ED,2012,1.3
62816,LA18 5EY,2012,1.5
62817,LA18 5EZ,2012,1.5
62818,LA18 5EZ,2013,1
62819,LA18 5HP,2012,1
62820,LA18 5HT,2012,1.4
62821,LA18 5HT,2013,2
62822,LA18 5HU,2012,1.181818182
62823,LA18 5HU,2013,1
62824,LA18 5HX,2012,1.333333333
62825,LA18 5HX,2013,1
62826,LA18 5JE,2012,1
62827,LA18 5JE,2013,1
62828,LA18 5JU,2012,2.25
62829,LA18 5JX,2012,1.25
62830,LA18 5LR,2012,1
62831,LA18 5LR,2013,1.272727273
62832,LA18 5LS,2012,1.666666667
62833,LA18 5LS,2013,1.333333333
62834,LA18 5LT,2012,2
62835,LA18 5LX,2012,1.2
62836,LA18 5LY,2012,1
62837,LA18 5LY,2013,1
62838,LA19 5TH,2013,1.5
62839,LA19 5TN,2012,1.666666667
62840,LA19 5UN,2012,1.25
62841,LA19 5UN,2013,1.333333333
62842,LA19 5UP,2013,1
62843,LA19 5XU,2012,1
62844,LA19 5XU,2013,1
62845,LA19 5YL,2012,1
62846,LA19 5YL,2013,1
62847,LA2 0AA,2012,1
62848,LA2 0AJ,2012,1
62849,LA2 0AJ,2013,1
62850,LA2 0AP,2012,1.7
62851,LA2 0AS,2012,1.666666667
62852,LA2 0BG,2012,1.666666667
62853,LA2 0DP,2012,1.125
62854,LA2 0DX,2012,1
62855,LA2 0DX,2013,1
62856,LA2 0EN,2012,1
62857,LA2 0EN,2013,1
62858,LA2 0ET,2012,1.285714286
62859,LA2 0ET,2013,1.166666667
62860,LA2 0HA,2012,1
62861,LA2 0HA,2013,1
62862,LA2 0HE,2012,1.8
62863,LA2 0HE,2013,1.5
62864,LA2 0HL,2012,1.333333333
62865,LA2 0HL,2013,1
62866,LA2 0HQ,2012,1.6
62867,LA2 0HY,2012,3
62868,LA2 0JQ,2012,2.166666667
62869,LA2 0JY,2012,1
62870,LA2 0JY,2013,1.666666667
62871,LA2 0LA,2012,1.5
62872,LA2 0LH,2012,1.5
62873,LA2 0LH,2013,1
62874,LA2 0LJ,2012,1
62875,LA2 0LJ,2013,1
62876,LA2 0LL,2012,1
62877,LA2 0PH,2012,1
62878,LA2 0PQ,2012,1.5
62879,LA2 0QA,2012,1.5
62880,LA2 0QA,2013,2
62881,LA2 0QN,2012,1.333333333
62882,LA2 0QN,2013,1.142857143
62883,LA2 0QU,2012,1.5
62884,LA2 0QY,2012,1
62885,LA2 0RD,2012,1.444444444
62886,LA2 0RF,2013,1
62887,LA2 0RQ,2012,1
62888,LA2 0RT,2012,1.833333333
62889,LA2 0RT,2013,1.5
62890,LA2 0RU,2012,2
62891,LA2 0RU,2013,1
62892,LA2 6AD,2012,1
62893,LA2 6AE,2012,1.5
62894,LA2 6AG,2012,1
62895,LA2 6AR,2012,1
62896,LA2 6AR,2013,1
62897,LA2 6AZ,2012,1
62898,LA2 6BG,2012,1.75
62899,LA2 6BG,2013,1.25
62900,LA2 6BH,2012,1.666666667
62901,LA2 6BH,2013,1.333333333
62902,LA2 6BT,2012,1.5
62903,LA2 6EQ,2012,1.555555556
62904,LA2 6EQ,2013,4
62905,LA2 6HP,2012,1.666666667
62906,LA2 6HP,2013,1.7
62907,LA2 6LP,2012,1.333333333
62908,LA2 6LT,2012,1
62909,LA2 6LU,2012,1.4
62910,LA2 6LZ,2012,1.25
62911,LA2 6NB,2012,1.222222222
62912,LA2 6PA,2012,1.833333333
62913,LA2 6PA,2013,1
62914,LA2 6PJ,2012,1.666666667
62915,LA2 6PS,2012,1
62916,LA2 6PS,2013,1
62917,LA2 6QL,2012,3
62918,LA2 6ST,2012,1.5
62919,LA2 6ST,2013,1
62920,LA2 7AH,2012,1
62921,LA2 7AH,2013,1
62922,LA2 7AQ,2012,1.5
62923,LA2 7AQ,2013,1.333333333
62924,LA2 7AR,2012,1
62925,LA2 7AR,2013,1
62926,LA2 7AS,2012,1.666666667
62927,LA2 7BQ,2012,1.5
62928,LA2 7BQ,2013,1.545454545
62929,LA2 7DB,2012,1.555555556
62930,LA2 7DB,2013,2
62931,LA2 7DD,2012,1
62932,LA2 7DH,2012,1.857142857
62933,LA2 7DH,2013,2
62934,LA2 7DT,2013,1
62935,LA2 7EU,2012,1.285714286
62936,LA2 7EU,2013,2
62937,LA2 7EX,2012,1.625
62938,LA2 7EX,2013,1.8
62939,LA2 7EY,2012,2
62940,LA2 7HF,2012,1.545454545
62941,LA2 7HF,2013,1.166666667
62942,LA2 7HL,2012,1
62943,LA2 7HL,2013,1.75
62944,LA2 7HN,2012,1
62945,LA2 7HN,2013,1.333333333
62946,LA2 8AZ,2012,1.4
62947,LA2 8DB,2012,1.2
62948,LA2 8DE,2012,1.285714286
62949,LA2 8DE,2013,1.5
62950,LA2 8DQ,2012,1.6
62951,LA2 8DQ,2013,1
62952,LA2 8ER,2012,1.2
62953,LA2 8ER,2013,1
62954,LA2 8ES,2012,2.333333333
62955,LA2 8HJ,2012,1.2
62956,LA2 8HS,2012,1.166666667
62957,LA2 8JD,2012,3
62958,LA2 8JD,2013,1
62959,LA2 8LL,2012,1.375
62960,LA2 8LL,2013,1.5
62961,LA2 8LP,2012,1.727272727
62962,LA2 8PA,2012,1.2
62963,LA2 8PH,2012,1.25
62964,LA2 8PH,2013,1
62965,LA2 8RB,2013,1
62966,LA2 9DD,2012,1.363636364
62967,LA2 9DD,2013,1
62968,LA2 9DU,2012,1
62969,LA2 9EA,2012,1.111111111
62970,LA2 9EA,2013,1
62971,LA2 9EH,2012,1.5
62972,LA2 9EH,2013,1
62973,LA2 9EN,2012,1
62974,LA2 9HG,2012,1.25
62975,LA2 9HG,2013,1.25
62976,LA2 9HQ,2012,1
62977,LA2 9HQ,2013,1
62978,LA2 9HS,2012,1.75
62979,LA2 9HS,2013,1
62980,LA2 9HX,2012,1
62981,LA2 9HZ,2013,1
62982,LA2 9JB,2012,1.5
62983,LA2 9LS,2012,1.181818182
62984,LA2 9LY,2012,1.666666667
62985,LA2 9LZ,2012,1.25
62986,LA2 9LZ,2013,1
62987,LA2 9NE,2012,2
62988,LA2 9QQ,2012,1.5
62989,LA2 9QQ,2013,2.5
62990,LA2 9SA,2012,1.2
62991,LA2 9SA,2013,1.6
62992,LA20 6BL,2012,1.25
62993,LA20 6BL,2013,1
62994,LA20 6BS,2012,1.666666667
62995,LA20 6BS,2013,1.5
62996,LA20 6BU,2012,1.5
62997,LA20 6DX,2013,1
62998,LA20 6ES,2012,1.5
62999,LA20 6HN,2012,1
63000,LA20 6HN,2013,1
63001,LA21 8BJ,2012,1
63002,LA22 0DS,2012,1.428571429
63003,LA22 0DS,2013,1.666666667
63004,LA22 0EE,2012,2
63005,LA22 0EE,2013,1
63006,LA22 0EH,2012,2.25
63007,LA22 0EH,2013,2
63008,LA22 0EP,2012,1.5
63009,LA22 0ER,2012,1
63010,LA22 0ER,2013,2.2
63011,LA22 0HQ,2012,1.666666667
63012,LA22 0NN,2012,1.454545455
63013,LA22 0NN,2013,1
63014,LA22 0NZ,2012,1
63015,LA22 0NZ,2013,1.5
63016,LA22 0QS,2012,1.4
63017,LA22 0QS,2013,1
63018,LA22 9AN,2012,1.666666667
63019,LA22 9AN,2013,1.666666667
63020,LA22 9HP,2012,1
63021,LA22 9HP,2013,1
63022,LA22 9LN,2012,1
63023,LA22 9LN,2013,1
63024,LA22 9LQ,2012,1
63025,LA22 9ND,2012,1
63026,LA22 9NE,2012,1.571428571
63027,LA22 9NE,2013,1
63028,LA22 9PB,2013,1
63029,LA22 9QY,2012,1
63030,LA22 9RF,2012,1
63031,LA22 9SD,2012,1
63032,LA22 9SW,2012,1.4
63033,LA22 9SW,2013,1
63034,LA23 1AA,2012,1.4
63035,LA23 1AX,2012,1.454545455
63036,LA23 1BL,2012,2.2
63037,LA23 1BL,2013,1
63038,LA23 1DZ,2012,1
63039,LA23 1DZ,2013,1
63040,LA23 1EY,2012,1.5
63041,LA23 1EY,2013,1
63042,LA23 1HQ,2012,5
63043,LA23 1HQ,2013,1
63044,LA23 1JG,2012,1.75
63045,LA23 1JG,2013,1.333333333
63046,LA23 1JL,2012,1
63047,LA23 1LF,2012,1.5
63048,LA23 1LF,2013,2
63049,LA23 1LJ,2012,1.2
63050,LA23 1LP,2012,1
63051,LA23 1LP,2013,1
63052,LA23 1PB,2012,1.5
63053,LA23 1PP,2012,1
63054,LA23 1QB,2012,1
63055,LA23 1QB,2013,1.5
63056,LA23 1WY,2012,1.5
63057,LA23 1WY,2013,1
63058,LA23 2AN,2012,2
63059,LA23 2AN,2013,1.333333333
63060,LA23 2DQ,2012,1.25
63061,LA23 2DQ,2013,1
63062,LA23 2EQ,2012,1.444444444
63063,LA23 2EQ,2013,1.5
63064,LA23 2JB,2012,1.125
63065,LA23 2JB,2013,1
63066,LA23 2JX,2012,2.25
63067,LA23 2LA,2012,1
63068,LA23 3AX,2012,1.625
63069,LA23 3BX,2012,1
63070,LA23 3BY,2012,1.142857143
63071,LA23 3BY,2013,1.5
63072,LA23 3DU,2012,1.25
63073,LA23 3DU,2013,1
63074,LA23 3ES,2012,5
63075,LA23 3ET,2012,1.25
63076,LA23 3GN,2012,1.75
63077,LA23 3GQ,2012,1.363636364
63078,LA23 3HB,2012,1.25
63079,LA23 3HB,2013,2
63080,LA23 3HE,2012,1
63081,LA23 3HE,2013,3
63082,LA23 3HG,2012,1.5
63083,LA23 3HZ,2012,1
63084,LA23 3JQ,2012,1.333333333
63085,LA23 3JQ,2013,1.333333333
63086,LA23 3JR,2012,2.5
63087,LA23 3JR,2013,1
63088,LA23 3LJ,2012,1
63089,LA23 3LP,2012,1
63090,LA3 1AE,2012,1
63091,LA3 1AQ,2012,1.333333333
63092,LA3 1AQ,2013,1
63093,LA3 1AR,2013,1
63094,LA3 1AT,2012,1.444444444
63095,LA3 1AT,2013,1.5
63096,LA3 1BY,2012,1
63097,LA3 1DG,2013,1
63098,LA3 1DH,2012,1.571428571
63099,LA3 1DH,2013,1.222222222
63100,LA3 1DJ,2012,1
63101,LA3 1DX,2012,1
63102,LA3 1DX,2013,2
63103,LA3 1EJ,2013,1.333333333
63104,LA3 1LP,2012,1.5
63105,LA3 1LX,2012,1.5
63106,LA3 1LX,2013,1
63107,LA3 1NT,2012,1.285714286
63108,LA3 1NT,2013,1
63109,LA3 1PS,2012,2
63110,LA3 1PT,2013,1
63111,LA3 1QG,2012,1.5
63112,LA3 1QG,2013,2
63113,LA3 1QN,2012,1.666666667
63114,LA3 1SA,2012,1
63115,LA3 1SA,2013,1
63116,LA3 1SP,2012,1
63117,LA3 1SP,2013,1
63118,LA3 1SS,2012,2.2
63119,LA3 1SS,2013,1.181818182
63120,LA3 1TF,2012,1.2
63121,LA3 1TF,2013,1
63122,LA3 2AN,2012,1.714285714
63123,LA3 2AN,2013,1.25
63124,LA3 2BF,2012,1
63125,LA3 2BF,2013,1
63126,LA3 2BJ,2012,2
63127,LA3 2DH,2012,1.375
63128,LA3 2DH,2013,1
63129,LA3 2JJ,2012,1
63130,LA3 2LE,2012,1.4
63131,LA3 2LP,2013,2
63132,LA3 2LR,2012,1.5
63133,LA3 2NZ,2012,1.833333333
63134,LA3 2RF,2013,1
63135,LA3 2SE,2012,1.4
63136,LA3 2SE,2013,3
63137,LA3 2ST,2012,1
63138,LA3 2ST,2013,1
63139,LA3 2TG,2012,1.538461538
63140,LA3 2TP,2012,1
63141,LA3 2TP,2013,1
63142,LA3 2XU,2012,2
63143,LA3 2XU,2013,1
63144,LA3 3AB,2012,1.333333333
63145,LA3 3AD,2012,1.5
63146,LA3 3AY,2012,2
63147,LA3 3AY,2013,1
63148,LA3 3BA,2012,1.583333333
63149,LA3 3BA,2013,3
63150,LA3 3DD,2012,2
63151,LA3 3DG,2013,1
63152,LA3 3DT,2012,1.75
63153,LA3 3EG,2012,1.428571429
63154,LA3 3ET,2012,1.583333333
63155,LA3 3ET,2013,1
63156,LA3 3FB,2012,1
63157,LA3 3FE,2013,3
63158,LA3 3HG,2012,2.333333333
63159,LA3 3JQ,2012,1.222222222
63160,LA3 3JQ,2013,1
63161,LA3 3JT,2012,1
63162,LA3 3LG,2012,1.363636364
63163,LA3 3LG,2013,1
63164,LA3 3LL,2012,1.166666667
63165,LA3 3LW,2012,1
63166,LA3 3NY,2012,1.454545455
63167,LA3 3NY,2013,1
63168,LA3 3PA,2012,1.625
63169,LA3 3PB,2012,1
63170,LA3 3PB,2013,1
63171,LA3 3PF,2012,1
63172,LA3 3PF,2013,2
63173,LA3 3PL,2012,1
63174,LA3 3PL,2013,1
63175,LA3 3RJ,2012,1
63176,LA3 3RJ,2013,1
63177,LA3 3RY,2012,1.444444444
63178,LA3 3SG,2012,2.5
63179,LA3 3SG,2013,1.142857143
63180,LA3 3SQ,2012,1
63181,LA3 3SU,2012,1.75
63182,LA3 3SU,2013,1
63183,LA4 4AH,2012,1
63184,LA4 4AW,2012,1
63185,LA4 4AW,2013,1
63186,LA4 4BL,2012,1.5
63187,LA4 4BU,2012,2.2
63188,LA4 4BU,2013,1.5
63189,LA4 4DB,2012,1.5
63190,LA4 4DH,2012,1.6
63191,LA4 4DJ,2013,1
63192,LA4 4DQ,2012,1.076923077
63193,LA4 4EG,2012,1.444444444
63194,LA4 4EG,2013,1
63195,LA4 4EP,2012,2.125
63196,LA4 4ET,2012,1.857142857
63197,LA4 4ET,2013,1
63198,LA4 4EU,2012,1.6
63199,LA4 4FG,2012,1
63200,LA4 4HR,2012,1
63201,LA4 4HR,2013,1
63202,LA4 4HS,2012,1.5
63203,LA4 4HS,2013,1.4
63204,LA4 4HX,2012,2
63205,LA4 4HX,2013,1
63206,LA4 4HY,2012,1.4
63207,LA4 4HY,2013,1
63208,LA4 4JD,2012,1.333333333
63209,LA4 4JD,2013,1
63210,LA4 4JN,2012,1.2
63211,LA4 4JN,2013,3
63212,LA4 4JR,2012,1.545454545
63213,LA4 4JR,2013,1
63214,LA4 4JS,2012,2.25
63215,LA4 4JS,2013,1.333333333
63216,LA4 4NB,2013,1.5
63217,LA4 4RD,2012,1.636363636
63218,LA4 4RG,2012,1
63219,LA4 4SZ,2012,1
63220,LA4 4SZ,2013,1
63221,LA4 4UR,2012,1.428571429
63222,LA4 5AB,2012,1.333333333
63223,LA4 5AN,2012,1.333333333
63224,LA4 5AN,2013,1
63225,LA4 5AW,2012,1.285714286
63226,LA4 5BE,2012,1
63227,LA4 5BE,2013,3
63228,LA4 5BL,2012,2.333333333
63229,LA4 5DA,2012,1.6
63230,LA4 5DA,2013,1
63231,LA4 5DZ,2012,1.333333333
63232,LA4 5EN,2012,1
63233,LA4 5EN,2013,1.5
63234,LA4 5EP,2012,1.6
63235,LA4 5HL,2012,1
63236,LA4 5HL,2013,3
63237,LA4 5HP,2013,1
63238,LA4 5HX,2012,1.142857143
63239,LA4 5HX,2013,1
63240,LA4 5HZ,2012,1.4
63241,LA4 5HZ,2013,1.5
63242,LA4 5JX,2012,1.25
63243,LA4 5JX,2013,1.333333333
63244,LA4 5LD,2012,2
63245,LA4 5LE,2012,1
63246,LA4 5LE,2013,1
63247,LA4 5LH,2012,1.555555556
63248,LA4 5LH,2013,1.5
63249,LA4 5LL,2012,1.384615385
63250,LA4 5NA,2012,1.944444444
63251,LA4 5NA,2013,1
63252,LA4 5PB,2012,1
63253,LA4 5PU,2013,2
63254,LA4 5QH,2012,1.076923077
63255,LA4 5QH,2013,2
63256,LA4 5QP,2012,1.2
63257,LA4 5QW,2012,1.25
63258,LA4 5RZ,2012,1.666666667
63259,LA4 5RZ,2013,2
63260,LA4 5SU,2012,2.25
63261,LA4 5SU,2013,1.428571429
63262,LA4 5TH,2012,1.75
63263,LA4 5TH,2013,2.5
63264,LA4 5TJ,2012,1.333333333
63265,LA4 5TP,2012,1.333333333
63266,LA4 5TT,2012,1.857142857
63267,LA4 5TX,2012,1.222222222
63268,LA4 5TX,2013,1
63269,LA4 5UQ,2012,1.25
63270,LA4 5UQ,2013,1
63271,LA4 5XA,2012,5
63272,LA4 5YD,2012,1.25
63273,LA4 6AA,2012,1
63274,LA4 6AB,2012,1
63275,LA4 6AG,2012,1.333333333
63276,LA4 6AZ,2012,1
63277,LA4 6AZ,2013,1
63278,LA4 6BB,2012,1
63279,LA4 6DT,2012,2
63280,LA4 6DT,2013,1.333333333
63281,LA4 6JZ,2012,1
63282,LA4 6LS,2012,1.333333333
63283,LA4 6LS,2013,1
63284,LA4 6LY,2012,1.333333333
63285,LA4 6ND,2012,1.222222222
63286,LA4 6ND,2013,1
63287,LA4 6NJ,2012,1
63288,LA4 6NR,2012,1
63289,LA4 6PL,2012,2
63290,LA4 6QP,2012,1.5
63291,LA4 6QP,2013,1
63292,LA4 6RN,2012,2
63293,LA4 6RN,2013,1
63294,LA4 6RP,2012,2
63295,LA4 6RP,2013,2
63296,LA4 6RY,2012,1.454545455
63297,LA4 6SE,2013,1
63298,LA4 6UA,2012,1.25
63299,LA4 6UA,2013,1
63300,LA4 6UF,2012,1
63301,LA4 6UF,2013,1
63302,LA5 0SP,2012,1.666666667
63303,LA5 0SP,2013,1.333333333
63304,LA5 0SW,2012,1.333333333
63305,LA5 8AF,2012,1.666666667
63306,LA5 8AH,2012,1.333333333
63307,LA5 8BP,2012,1
63308,LA5 8DG,2012,1.5
63309,LA5 8DG,2013,1
63310,LA5 8DQ,2012,1.5
63311,LA5 8DT,2012,2
63312,LA5 8DT,2013,1.5
63313,LA5 8EQ,2012,2
63314,LA5 8EQ,2013,1.666666667
63315,LA5 8JA,2012,1.461538462
63316,LA5 8JG,2012,1.176470588
63317,LA5 8JG,2013,1
63318,LA5 8JT,2012,1
63319,LA5 8JW,2012,1.428571429
63320,LA5 8JW,2013,2.5
63321,LA5 9BH,2012,1.25
63322,LA5 9BH,2013,1
63323,LA5 9DG,2012,1
63324,LA5 9DG,2013,1
63325,LA5 9EA,2012,1.2
63326,LA5 9EA,2013,1.4
63327,LA5 9EF,2012,1
63328,LA5 9EY,2012,1.2
63329,LA5 9EY,2013,1
63330,LA5 9FD,2012,1.5
63331,LA5 9GX,2012,1.375
63332,LA5 9JX,2012,1.6
63333,LA5 9JX,2013,1
63334,LA5 9JY,2012,1.333333333
63335,LA5 9JY,2013,1
63336,LA5 9LD,2012,2
63337,LA5 9LD,2013,1.333333333
63338,LA5 9NN,2012,1.5
63339,LA5 9NN,2013,1
63340,LA5 9RF,2013,1
63341,LA5 9RN,2012,1.75
63342,LA5 9RQ,2012,1
63343,LA5 9RQ,2013,1
63344,LA5 9SN,2012,2
63345,LA5 9SN,2013,1.4
63346,LA5 9TU,2012,1.357142857
63347,LA5 9TU,2013,1.5
63348,LA5 9XP,2012,2
63349,LA5 9XP,2013,1.25
63350,LA5 9XW,2012,1.333333333
63351,LA5 9XW,2013,1.2
63352,LA6 1AA,2012,1.5
63353,LA6 1AF,2012,1.25
63354,LA6 1AF,2013,2
63355,LA6 1BG,2012,1.6
63356,LA6 1BG,2013,1
63357,LA6 1BH,2012,1.333333333
63358,LA6 1BH,2013,2
63359,LA6 1DZ,2012,1.6
63360,LA6 1DZ,2013,1.714285714
63361,LA6 1EA,2012,1
63362,LA6 1EA,2013,3.666666667
63363,LA6 1EG,2012,1.875
63364,LA6 1EG,2013,1.5
63365,LA6 1EP,2012,1
63366,LA6 1FW,2012,2
63367,LA6 1FW,2013,1
63368,LA6 1GZ,2012,1
63369,LA6 1GZ,2013,1
63370,LA6 1HG,2012,3
63371,LA6 1HG,2013,2
63372,LA6 1JA,2012,1.384615385
63373,LA6 1JA,2013,1
63374,LA6 1JG,2012,2
63375,LA6 1JG,2013,1
63376,LA6 1JH,2012,1.25
63377,LA6 1JQ,2013,3
63378,LA6 1JZ,2012,1.166666667
63379,LA6 1JZ,2013,1
63380,LA6 1LR,2012,1.5
63381,LA6 1LR,2013,1
63382,LA6 1NG,2012,1.5
63383,LA6 1NG,2013,1.4
63384,LA6 1NT,2012,2
63385,LA6 1NW,2012,1
63386,LA6 1NW,2013,1.5
63387,LA6 1PA,2012,1.4
63388,LA6 1PA,2013,2.333333333
63389,LA6 1PB,2012,1.333333333
63390,LA6 1PB,2013,5
63391,LA6 1RA,2012,1
63392,LA6 1RA,2013,2
63393,LA6 1RW,2012,1
63394,LA6 1RW,2013,1.4
63395,LA6 2AD,2012,2
63396,LA6 2AJ,2012,1.333333333
63397,LA6 2AJ,2013,1.5
63398,LA6 2DE,2012,1.666666667
63399,LA6 2DE,2013,1.6
63400,LA6 2DF,2012,1.75
63401,LA6 2DF,2013,1
63402,LA6 2DQ,2012,1
63403,LA6 2DQ,2013,1
63404,LA6 2EH,2012,1
63405,LA6 2FQ,2012,1
63406,LA6 2GT,2012,1
63407,LA6 2HH,2012,1
63408,LA6 2JJ,2012,1.5
63409,LA6 2NF,2012,1.666666667
63410,LA6 2NR,2012,2.285714286
63411,LA6 2NY,2012,1.5
63412,LA6 2NZ,2012,1
63413,LA6 2PL,2012,1.636363636
63414,LA6 2PP,2013,1
63415,LA6 2PS,2012,1.6
63416,LA6 2PT,2012,1.333333333
63417,LA6 2PT,2013,1
63418,LA6 2QB,2012,1
63419,LA6 2QN,2012,1.8
63420,LA6 2QN,2013,2
63421,LA6 2QR,2012,1.666666667
63422,LA6 2QR,2013,2
63423,LA6 2QT,2012,1.666666667
63424,LA6 2QU,2012,1.5
63425,LA6 2QU,2013,1.5
63426,LA6 2RB,2012,1.75
63427,LA6 2RB,2013,1
63428,LA6 2RJ,2012,1
63429,LA6 2RJ,2013,1.2
63430,LA6 2RN,2012,1
63431,LA6 2RN,2013,1.142857143
63432,LA6 2RX,2012,1
63433,LA6 2RX,2013,2
63434,LA6 2SE,2012,5
63435,LA6 2SE,2013,3
63436,LA6 2SL,2012,1.555555556
63437,LA6 2SL,2013,1
63438,LA6 3AN,2012,2
63439,LA6 3AN,2013,1.142857143
63440,LA6 3AR,2012,1.428571429
63441,LA6 3AS,2012,1
63442,LA6 3AT,2012,1.166666667
63443,LA6 3AT,2013,2
63444,LA6 3AW,2012,1.75
63445,LA6 3DP,2012,1.625
63446,LA6 3DP,2013,1
63447,LA6 3ET,2012,1.909090909
63448,LA6 3ET,2013,1
63449,LA6 3FF,2012,2
63450,LA6 3FF,2013,1.6
63451,LA6 3FU,2012,1.529411765
63452,LA6 3HN,2012,1
63453,LA6 3HN,2013,1
63454,LA6 3HW,2012,1.5
63455,LA6 3HW,2013,1.5
63456,LA6 3LA,2012,1.454545455
63457,LA6 3LA,2013,1
63458,LA6 3NG,2012,2
63459,LA6 3NN,2013,1
63460,LA6 3PE,2012,1.5
63461,LA6 3PN,2012,1
63462,LA7 7AB,2012,1.25
63463,LA7 7AB,2013,1
63464,LA7 7AF,2012,1.333333333
63465,LA7 7AP,2012,1.8
63466,LA7 7AP,2013,1
63467,LA7 7DZ,2012,1.333333333
63468,LA7 7FP,2012,1
63469,LA7 7FP,2013,1
63470,LA7 7FR,2012,1
63471,LA7 7HT,2012,1.5
63472,LA7 7HT,2013,1
63473,LA7 7JY,2012,1.888888889
63474,LA7 7JY,2013,1
63475,LA7 7NA,2012,1.2
63476,LA7 7NF,2012,4
63477,LA7 7NJ,2012,1
63478,LA7 7NJ,2013,1.4
63479,LA7 7NL,2012,1
63480,LA7 7NR,2012,2
63481,LA7 7NR,2013,1
63482,LA7 7NS,2012,1.75
63483,LA7 7NU,2012,1.166666667
63484,LA7 7NY,2012,1.75
63485,LA7 7NY,2013,1.5
63486,LA7 7PB,2012,1.714285714
63487,LA7 7PB,2013,1
63488,LA7 7PN,2012,1.666666667
63489,LA7 7QB,2012,1.466666667
63490,LA7 7QB,2013,1.5
63491,LA7 7QL,2013,1
63492,LA7 7QN,2012,1
63493,LA7 7RH,2012,2
63494,LA7 7RH,2013,2
63495,LA8 0AP,2012,1.7
63496,LA8 0AP,2013,3
63497,LA8 0AQ,2012,1
63498,LA8 0AQ,2013,1
63499,LA8 0AT,2012,1.375
63500,LA8 0AT,2013,1.142857143
63501,LA8 0BF,2012,1.333333333
63502,LA8 0BF,2013,1.25
63503,LA8 0BL,2012,1.5
63504,LA8 0BL,2013,2
63505,LA8 0BN,2012,1.166666667
63506,LA8 0BN,2013,1.5
63507,LA8 0DL,2013,1
63508,LA8 0DU,2012,1.75
63509,LA8 0DU,2013,1
63510,LA8 0ED,2012,1.076923077
63511,LA8 0ET,2012,1.428571429
63512,LA8 0EW,2012,1.25
63513,LA8 0EW,2013,1.75
63514,LA8 0JH,2012,1.666666667
63515,LA8 0JH,2013,1
63516,LA8 0LF,2012,1.666666667
63517,LA8 0LF,2013,1.25
63518,LA8 0LS,2012,1.666666667
63519,LA8 0LS,2013,1.75
63520,LA8 0NL,2012,1.2
63521,LA8 8AA,2012,1
63522,LA8 8AH,2012,1.25
63523,LA8 8AH,2013,1
63524,LA8 8BY,2012,1.5
63525,LA8 8DJ,2012,1.5
63526,LA8 8EA,2012,1
63527,LA8 8EA,2013,1
63528,LA8 8EE,2012,1
63529,LA8 8EJ,2012,1
63530,LA8 8EL,2012,1.533333333
63531,LA8 8EX,2012,1.25
63532,LA8 8HB,2013,1
63533,LA8 9AP,2012,1.454545455
63534,LA8 9AP,2013,1
